chr	start	end	strand	pvalue	qvalue	meth.diff
CP045892.1	21158563	21158565	*	0.00682907301258999	0.00409377224789073	-12.5
CP045892.1	21462765	21462767	*	0.00132308648610098	0.00409377224789073	10.3896103896104
CP045892.1	21520272	21520274	*	0.0029898512740977	0.00409377224789073	11.7647058823529
CP045892.1	21520319	21520321	*	0.015758131409052	0.00409377224789073	-10.1694915254237
CP045892.1	21667426	21667428	*	0.00059947672998109	0.00409377224789073	12.5
CP045892.1	21901744	21901746	*	0.009011667347836	0.00409377224789073	-11.1111111111111
CP045892.1	21912566	21912568	*	0.012247019535068	0.00409377224789073	-11.1111111111111
CP045892.1	22064919	22064921	*	0.00902292363941476	0.00409377224789073	-11.7647058823529
CP045892.1	22115725	22115727	*	0.00954359822051089	0.00409377224789073	13.5135135135135
CP045892.1	23101808	23101810	*	0.00936414371110264	0.00409377224789073	10.7142857142857
CP045892.1	23142759	23142761	*	0.00358762815630503	0.00409377224789073	-14.7058823529412
CP045892.1	23230665	23230667	*	0.00219600798354351	0.00409377224789073	-11.5384615384615
CP045892.1	23370315	23370317	*	0.00320192995689712	0.00409377224789073	-16.6666666666667
CP045892.1	23391670	23391672	*	0.00423896676687195	0.00409377224789073	13.6363636363636
CP045892.1	23492826	23492828	*	0.00283796140784491	0.00409377224789073	-11.3207547169811
CP045892.1	23523806	23523808	*	0.0157800291398685	0.00409377224789073	-11.6279069767442
CP045892.1	23531364	23531366	*	0.00798294033942669	0.00409377224789073	-12.9032258064516
CP045892.1	23795161	23795163	*	0.0175184585304136	0.00409377224789073	-10.3448275862069
CP045892.1	23991507	23991509	*	0.00276039665363435	0.00409377224789073	-12.2448979591837
CP045892.1	24700445	24700447	*	0.00366529230276147	0.00409377224789073	-11.3207547169811
CP045892.1	24808680	24808682	*	0.000159329977342578	0.00409377224789073	15.3846153846154
CP045892.1	24826574	24826576	*	0.00660730115289173	0.00409377224789073	-10.2564102564103
CP045892.1	25085152	25085154	*	0.0242370820581871	0.00409377224789073	-10.8108108108108
CP045892.1	25264361	25264363	*	0.00566673347514294	0.00409377224789073	-12.2448979591837
CP045892.1	25439115	25439117	*	0.00426332929205352	0.00409377224789073	14.6341463414634
CP045892.1	25561744	25561746	*	0.00223389061792042	0.00409377224789073	-12.5
CP045892.1	26106144	26106146	*	0.00127800755977239	0.00409377224789073	15.7894736842105
CP045892.1	26169953	26169955	*	0.00318467976950707	0.00409377224789073	14.2857142857143
CP045892.1	26182830	26182832	*	0.000369085893726771	0.00409377224789073	13.953488372093
CP045892.1	26347322	26347324	*	0.00390856356298177	0.00409377224789073	-13.6363636363636
CP045892.1	26405306	26405308	*	0.00564451519676385	0.00409377224789073	15
CP045892.1	26467777	26467779	*	0.010815946143333	0.00409377224789073	-12.2448979591837
CP045892.1	26579194	26579196	*	0.000388087412056041	0.00409377224789073	16.9811320754717
CP045892.1	26726534	26726536	*	0.0087332470872026	0.00409377224789073	-12.7659574468085
CP045892.1	26868836	26868838	*	0.00285546772390485	0.00409377224789073	13.6363636363636
CP045892.1	26908543	26908545	*	0.00172759276172083	0.00409377224789073	11.5384615384615
CP045892.1	27300420	27300422	*	0.00788933366933928	0.00409377224789073	11.3207547169811
CP045892.1	27465908	27465910	*	0.00233532589475264	0.00409377224789073	11.5384615384615
CP045892.1	27529879	27529881	*	0.00293659420425393	0.00409377224789073	-12.5
CP045892.1	27827967	27827969	*	0.00390768526473488	0.00409377224789073	-13.953488372093
CP045892.1	27860437	27860439	*	0.00186297659784431	0.00409377224789073	12.2448979591837
CP045892.1	27878718	27878720	*	0.00233799540697197	0.00409377224789073	17.6470588235294
CP045892.1	27904543	27904545	*	0.00242750216338559	0.00409377224789073	13.953488372093
CP045892.1	28048933	28048935	*	0.00128650258179663	0.00409377224789073	-13.7254901960784
CP045892.1	28194898	28194900	*	0.00557101405231481	0.00409377224789073	-13.1578947368421
CP045892.1	28224009	28224011	*	0.00450321290975249	0.00409377224789073	13.1578947368421
CP045892.1	28384306	28384308	*	0.0109530958850549	0.00409377224789073	11.5384615384615
CP045892.1	28515906	28515908	*	0.00390210594505286	0.00409377224789073	15.7894736842105
CP045892.1	28559699	28559701	*	0.00998716613539665	0.00409377224789073	11.1111111111111
CP045892.1	28688053	28688055	*	0.000371635749377627	0.00409377224789073	14.2857142857143
CP045892.1	28713859	28713861	*	0.0031169121709723	0.00409377224789073	13.4328358208955
CP045892.1	28931594	28931596	*	0.000831057026236572	0.00409377224789073	-10.1694915254237
CP045892.1	28992899	28992901	*	0.00627513159196015	0.00409377224789073	11.1111111111111
CP045892.1	29311384	29311386	*	0.0054379186745528	0.00409377224789073	13.8888888888889
CP045892.1	29762182	29762184	*	0.00192844023190884	0.00409377224789073	17.6470588235294
CP045892.1	29816059	29816061	*	0.0029216196908446	0.00409377224789073	10.3448275862069
CP045892.1	29924334	29924336	*	0.0105301187976929	0.00409377224789073	-10.4166666666667
CP045892.1	30390547	30390549	*	0.00877238181015145	0.00409377224789073	-12.8205128205128
CP045892.1	30397846	30397848	*	0.00555212855623539	0.00409377224789073	11.3636363636364
CP045892.1	30698864	30698866	*	0.00412383357905371	0.00409377224789073	13.5135135135135
CP045892.1	31138076	31138078	*	0.00156196244217717	0.00409377224789073	13.953488372093
CP045892.1	31215903	31215905	*	0.00389556746166786	0.00409377224789073	-17.6470588235294
CP045892.1	31566402	31566404	*	0.0082077690175819	0.00409377224789073	-11.4285714285714
CP045892.1	31673581	31673583	*	0.00254961890465895	0.00409377224789073	10.9090909090909
CP045892.1	31722798	31722800	*	0.00367666909227212	0.00409377224789073	14.2857142857143
CP045892.1	31910534	31910536	*	0.00152446361789658	0.00409377224789073	10.6382978723404
CP045892.1	32351538	32351540	*	0.0015527471537195	0.00409377224789073	-13.0434782608696
CP045892.1	32601424	32601426	*	0.00199702964388228	0.00409377224789073	-11.1111111111111
CP045892.1	32632087	32632089	*	0.00509972946815087	0.00409377224789073	11.9047619047619
CP045892.1	32819838	32819840	*	0.0193490379609234	0.00409377224789073	-10.9090909090909
CP045892.1	32986547	32986549	*	0.0128083477873475	0.00409377224789073	12.1951219512195
CP045892.1	33003507	33003509	*	0.00158522608302396	0.00409377224789073	16.2162162162162
CP045892.1	33131673	33131675	*	0.0116887330811249	0.00409377224789073	-13.0434782608696
CP045893.1	293609	293611	*	0.00723968312678297	0.00409377224789073	-10.6382978723404
CP045893.1	634979	634981	*	0.00485030718758335	0.00409377224789073	-11.6279069767442
CP045893.1	954771	954773	*	0.00153768285629126	0.00409377224789073	-11.5384615384615
CP045893.1	969745	969747	*	0.00475325873477918	0.00409377224789073	-16.2162162162162
CP045893.1	1068676	1068678	*	0.00159512984574755	0.00409377224789073	13.6363636363636
CP045893.1	1288394	1288396	*	0.000987326020243687	0.00409377224789073	18.1818181818182
CP045893.1	1391918	1391920	*	0.00696950217965168	0.00409377224789073	13.3333333333333
CP045893.1	1728434	1728436	*	0.00134747128437454	0.00409377224789073	-10.8695652173913
CP045893.1	1752637	1752639	*	0.0045386572698656	0.00409377224789073	-12.5
CP045893.1	1961344	1961346	*	0.0036717677544417	0.00409377224789073	13.1578947368421
CP045893.1	2077361	2077363	*	0.0163251115499945	0.00409377224789073	10.5263157894737
CP045893.1	2156498	2156500	*	0.00148883043720861	0.00409377224789073	13.6363636363636
CP045893.1	2197637	2197639	*	0.006295914285279	0.00409377224789073	14.2857142857143
CP045893.1	2525266	2525268	*	0.0146269043614087	0.00409377224789073	10.1694915254237
CP045893.1	2542902	2542904	*	0.00408026258362504	0.00409377224789073	-12.5
CP045893.1	2800247	2800249	*	0.00358267199441598	0.00409377224789073	-14.6341463414634
CP045893.1	2897439	2897441	*	0.00110707551587946	0.00409377224789073	13.953488372093
CP045893.1	2910800	2910802	*	0.00261406149963891	0.00409377224789073	-17.1428571428571
CP045893.1	2990177	2990179	*	0.00572047217165398	0.00409377224789073	10.5263157894737
CP045893.1	3108744	3108746	*	0.00827192103080923	0.00409377224789073	-12
CP045893.1	3325298	3325300	*	0.00522073017904059	0.00409377224789073	11.3636363636364
CP045893.1	3554436	3554438	*	0.00281115799860007	0.00409377224789073	-12.5
CP045893.1	3556711	3556713	*	0.00142541661033748	0.00409377224789073	10.5263157894737
CP045893.1	3621314	3621316	*	0.00131647037438615	0.00409377224789073	12
CP045893.1	3767837	3767839	*	0.0087108654010795	0.00409377224789073	10.2040816326531
CP045893.1	3836741	3836743	*	0.0135638826906429	0.00409377224789073	10.2040816326531
CP045893.1	4236433	4236435	*	0.00637882511328419	0.00409377224789073	10.8695652173913
CP045893.1	4428506	4428508	*	0.00295650475954505	0.00409377224789073	-14.0350877192982
CP045893.1	4623090	4623092	*	0.00330558767981523	0.00409377224789073	14.2857142857143
CP045893.1	4666636	4666638	*	0.00107504283777293	0.00409377224789073	-14.2857142857143
CP045893.1	5083379	5083381	*	0.00953023992846366	0.00409377224789073	11.7647058823529
CP045893.1	5383266	5383268	*	0.000932622707738779	0.00409377224789073	-10.3448275862069
CP045893.1	5586307	5586309	*	0.0184927740034862	0.00409377224789073	-11.4285714285714
CP045893.1	5679204	5679206	*	0.00228457467086486	0.00409377224789073	12.8205128205128
CP045893.1	5993980	5993982	*	0.0144989399271507	0.00409377224789073	-10.2040816326531
CP045893.1	6000357	6000359	*	0.00503587494508751	0.00409377224789073	-12.1951219512195
CP045893.1	6433921	6433923	*	0.00475216443004697	0.00409377224789073	-10.9090909090909
CP045893.1	6775207	6775209	*	0.000802964369376608	0.00409377224789073	11.1111111111111
CP045893.1	6875436	6875438	*	0.00424668832654002	0.00409377224789073	13.953488372093
CP045893.1	7078237	7078239	*	0.0167722929760036	0.00409377224789073	-11.3636363636364
CP045893.1	7346804	7346806	*	0.00328979025220977	0.00409377224789073	10.1694915254237
CP045893.1	7348666	7348668	*	0.00583203857031882	0.00409377224789073	-16.2162162162162
CP045893.1	7577086	7577088	*	0.00668501327447232	0.00409377224789073	-15.625
CP045893.1	7842145	7842147	*	0.00137121008932709	0.00409377224789073	18.75
CP045893.1	7854375	7854377	*	0.000583647818698949	0.00409377224789073	-16.2162162162162
CP045893.1	7864322	7864324	*	0.00271736406230473	0.00409377224789073	12.7659574468085
CP045893.1	8041675	8041677	*	0.00562164996913775	0.00409377224789073	-12
CP045893.1	8055070	8055072	*	0.0010669089516165	0.00409377224789073	-13.1578947368421
CP045893.1	8209491	8209493	*	0.00128131242195824	0.00409377224789073	10.2272727272727
CP045893.1	8298177	8298179	*	0.00282349856633807	0.00409377224789073	-15.6862745098039
CP045893.1	8469590	8469592	*	0.00249464382955285	0.00409377224789073	-10.8695652173913
CP045893.1	8789406	8789408	*	0.00039073651178659	0.00409377224789073	-16.6666666666667
CP045893.1	8811822	8811824	*	0.00452453463320338	0.00409377224789073	-12.2448979591837
CP045893.1	8863320	8863322	*	0.000569815678156944	0.00409377224789073	17.7777777777778
CP045893.1	9007083	9007085	*	0.0054623343414224	0.00409377224789073	11.1111111111111
CP045893.1	9110724	9110726	*	0.00148109616033735	0.00409377224789073	17.7777777777778
CP045893.1	9403474	9403476	*	0.00748302409528693	0.00409377224789073	13.5135135135135
CP045893.1	9417828	9417830	*	0.00293431601965145	0.00409377224789073	16.2162162162162
CP045893.1	9438532	9438534	*	0.00151005100427976	0.00409377224789073	-11.7647058823529
CP045893.1	9816676	9816678	*	0.0050658732007353	0.00409377224789073	14.2857142857143
CP045893.1	10013043	10013045	*	0.000941575164889616	0.00409377224789073	15.7894736842105
CP045893.1	10046289	10046291	*	0.00808047633977803	0.00409377224789073	-14.2857142857143
CP045893.1	10188901	10188903	*	0.000235597067927021	0.00409377224789073	-16
CP045893.1	10227513	10227515	*	0.0084492343399444	0.00409377224789073	-10.3448275862069
CP045893.1	10529432	10529434	*	0.0021178894390224	0.00409377224789073	-14.2857142857143
CP045893.1	10564241	10564243	*	0.00449452227278702	0.00409377224789073	-11.9047619047619
CP045893.1	10820558	10820560	*	0.00599285578406933	0.00409377224789073	13.1578947368421
CP045893.1	11114853	11114855	*	0.00293431601965203	0.00409377224789073	-16.2162162162162
CP045893.1	11118953	11118955	*	0.0095344119106737	0.00409377224789073	-10.9090909090909
CP045893.1	11173356	11173358	*	0.00445179716850345	0.00409377224789073	-10.9090909090909
CP045893.1	11583118	11583120	*	0.00864768111617637	0.00409377224789073	11.5384615384615
CP045893.1	11889606	11889608	*	0.00185201497949703	0.00409377224789073	-10.2040816326531
CP045893.1	11933237	11933239	*	0.000812739004301228	0.00409377224789073	15.7894736842105
CP045893.1	12236344	12236346	*	0.00359262619762324	0.00409377224789073	-12.5
CP045893.1	12281984	12281986	*	0.0022800308434705	0.00409377224789073	-13.6363636363636
CP045893.1	12503521	12503523	*	0.0281665622164613	0.00409377224789073	17.3475801382778
CP045893.1	12510304	12510306	*	0.000433344216198415	0.00409377224789073	12.9411764705882
CP045893.1	12972809	12972811	*	0.000182515858240107	0.00409377224789073	18.75
CP045893.1	13084680	13084682	*	0.00198707631747873	0.00409377224789073	12.5
CP045893.1	13267909	13267911	*	0.0113774392559442	0.00409377224789073	-12.1212121212121
CP045893.1	13310592	13310594	*	0.00293684206170088	0.00409377224789073	-10.1694915254237
CP045893.1	13396422	13396424	*	0.00549930965700354	0.00409377224789073	-11.3207547169811
CP045893.1	13399756	13399758	*	0.00170881808964579	0.00409377224789073	10.9090909090909
CP045893.1	13567915	13567917	*	0.00300426117600627	0.00409377224789073	15.1515151515152
CP045893.1	13621522	13621524	*	0.0036777205097018	0.00409377224789073	12.1212121212121
CP045893.1	13802468	13802470	*	0.0129400091968962	0.00409377224789073	-10.3448275862069
CP045893.1	13952987	13952989	*	0.00513649176696573	0.00409377224789073	-15
CP045893.1	14172714	14172716	*	0.0021165956938142	0.00409377224789073	11.1111111111111
CP045893.1	14565519	14565521	*	0.00446266846873411	0.00409377224789073	-11.1111111111111
CP045893.1	14659468	14659470	*	0.00504072854848648	0.00409377224789073	-13.8888888888889
CP045893.1	14856951	14856953	*	0.0103311652459391	0.00409377224789073	-11.7647058823529
CP045893.1	14915777	14915779	*	0.00391591219953442	0.00409377224789073	10.5263157894737
CP045893.1	14946098	14946100	*	0.0020401286201537	0.00409377224789073	-11.7647058823529
CP045893.1	15293254	15293256	*	0.00718647689699887	0.00409377224789073	11.1111111111111
CP045893.1	15603408	15603410	*	0.00163067557938932	0.00409377224789073	10.1694915254237
CP045893.1	15856607	15856609	*	0.0104802600519742	0.00409377224789073	10.2040816326531
CP045893.1	16143759	16143761	*	0.00337174593976816	0.00409377224789073	12.7659574468085
CP045893.1	16161760	16161762	*	0.00162941436363479	0.00409377224789073	11.5384615384615
CP045893.1	16181252	16181254	*	0.00178074201428482	0.00409377224789073	11.1111111111111
CP045893.1	16199493	16199495	*	0.00216991864736793	0.00409377224789073	12.1951219512195
CP045893.1	16463958	16463960	*	0.00460726526619618	0.00409377224789073	-10.4166666666667
CP045893.1	16770551	16770553	*	0.00563333925934857	0.00409377224789073	-12.8205128205128
CP045893.1	16773921	16773923	*	0.00277705578411246	0.00409377224789073	10.1694915254237
CP045893.1	17291383	17291385	*	0.00471857482137262	0.00409377224789073	10.5263157894737
CP045893.1	17604075	17604077	*	0.00079418248871541	0.00409377224789073	10.1694915254237
CP045893.1	17907366	17907368	*	0.000942915657451023	0.00409377224789073	16.6666666666667
CP045893.1	18426101	18426103	*	0.00557882529205295	0.00409377224789073	11.7647058823529
CP045893.1	18426961	18426963	*	0.00372486614175344	0.00409377224789073	-10.5263157894737
CP045893.1	18461379	18461381	*	0.00714453937751082	0.00409377224789073	-10.9090909090909
CP045893.1	18765770	18765772	*	0.00266662039905651	0.00409377224789073	11.3207547169811
CP045893.1	18798992	18798994	*	0.009878877571607	0.00409377224789073	10.4166666666667
CP045893.1	18901352	18901354	*	0.00543791867456952	0.00409377224789073	-13.8888888888889
CP045893.1	18965650	18965652	*	0.00214922005706316	0.00409377224789073	13.3333333333333
CP045893.1	18989618	18989620	*	0.00369330432985171	0.00409377224789073	10.1694915254237
CP045893.1	19007186	19007188	*	0.0035065924718343	0.00409377224789073	-13.8888888888889
CP045893.1	19149835	19149837	*	0.000586895454594806	0.00409377224789073	13.953488372093
CP045893.1	19269246	19269248	*	0.00917393456318624	0.00409377224789073	-11.3207547169811
CP045893.1	19384419	19384421	*	0.00231109104349146	0.00409377224789073	11.7647058823529
CP045893.1	19406047	19406049	*	0.0466278795409288	0.00409377224789073	10.1587301587302
CP045893.1	19467067	19467069	*	0.00242431615011708	0.00409377224789073	12.8205128205128
CP045893.1	19694949	19694951	*	0.00575537962795842	0.00409377224789073	-10.4166666666667
CP045893.1	19789511	19789513	*	0.0148002759631407	0.00409377224789073	12.5
CP045893.1	19895084	19895086	*	0.011764281540955	0.00409377224789073	10.1694915254237
CP045893.1	20183769	20183771	*	0.182434961902467	0.00409377224789073	11.2727272727273
CP045893.1	20411503	20411505	*	0.000586758436061388	0.00409377224789073	-13.6363636363636
CP045893.1	20428023	20428025	*	0.000193985318236304	0.00409377224789073	-19.5121951219512
CP045893.1	20457757	20457759	*	0.0644310122498878	0.00409377224789073	13.3333333333333
CP045893.1	20477413	20477415	*	0.00155001594118298	0.00409377224789073	10.1694915254237
CP045893.1	20479615	20479617	*	0.0018625015000993	0.00409377224789073	10.4651162790698
CP045893.1	20602742	20602744	*	0.00475216442875837	0.00409377224789073	10.9090909090909
CP045893.1	20673490	20673492	*	0.00411138998361743	0.00409377224789073	11.3636363636364
CP045893.1	20851143	20851145	*	0.00530065453741652	0.00409377224789073	-10.1694915254237
CP045893.1	20871011	20871013	*	0.0133642087507159	0.00409377224789073	-11.3636363636364
CP045893.1	20946813	20946815	*	0.00555212855621574	0.00409377224789073	-11.3636363636364
CP045893.1	21197916	21197918	*	0.00391013995686034	0.00409377224789073	13.0434782608696
CP045893.1	21350827	21350829	*	0.00475325873477916	0.00409377224789073	-16.2162162162162
CP045893.1	21402218	21402220	*	0.00178074201428441	0.00409377224789073	11.1111111111111
CP045893.1	21713056	21713058	*	0.000827334082065001	0.00409377224789073	13.6363636363636
CP045893.1	21799762	21799764	*	0.0101134441160405	0.00409377224789073	11.9047619047619
CP045893.1	21827454	21827456	*	0.00998716614273714	0.00409377224789073	11.1111111111111
CP045893.1	22003373	22003375	*	0.00208960860282688	0.00409377224789073	11.1111111111111
CP045893.1	22085546	22085548	*	0.000185167377521784	0.00409377224789073	18.1818181818182
CP045893.1	22192049	22192051	*	0.000706419663220142	0.00409377224789073	11.3207547169811
CP045893.1	22267396	22267398	*	0.00998716614272229	0.00409377224789073	-11.1111111111111
CP045893.1	22334259	22334261	*	0.00158436323438447	0.00409377224789073	-11.3636363636364
CP045893.1	22421014	22421016	*	0.00693304331700706	0.00409377224789073	10.2564102564103
CP045893.1	22427262	22427264	*	0.00676357105145667	0.00409377224789073	11.7647058823529
CP045893.1	22432598	22432600	*	0.0039845775266051	0.00409377224789073	10.2040816326531
CP045893.1	22641474	22641476	*	0.0040434320497026	0.00409377224789073	11.6279069767442
CP045893.1	22709034	22709036	*	0.0110395223682094	0.00409377224789073	-12.5
CP045893.1	23127316	23127318	*	0.00288138982474598	0.00409377224789073	-17.1428571428571
CP045893.1	23306322	23306324	*	0.00933437799553071	0.00409377224789073	11.1111111111111
CP045893.1	23502833	23502835	*	0.0183451302936744	0.00409377224789073	-10.1694915254237
CP045893.1	23601655	23601657	*	0.00192248503767129	0.00409377224789073	-17.9487179487179
CP045893.1	23631490	23631492	*	0.00236242264616144	0.00409377224789073	11.9047619047619
CP045893.1	23752321	23752323	*	0.00209024296266892	0.00409377224789073	-12.5
CP045893.1	23761801	23761803	*	0.00934646716911523	0.00409377224789073	-11.5384615384615
CP045893.1	23843070	23843072	*	4.4756225860236e-07	0.00141360806394384	-27.6595744680851
CP045893.1	24252489	24252491	*	0.00452453463320337	0.00409377224789073	12.2448979591837
CP045893.1	24634846	24634848	*	0.00256989085555354	0.00409377224789073	10.7142857142857
CP045893.1	24906578	24906580	*	0.00362962398409856	0.00409377224789073	-12.7659574468085
CP045893.1	24991521	24991523	*	0.00435977848367933	0.00409377224789073	11.3636363636364
CP045893.1	25061920	25061922	*	0.00290944753135918	0.00409377224789073	12.8205128205128
CP045893.1	25245424	25245426	*	0.00250858897688727	0.00409377224789073	-15.3846153846154
CP045893.1	25401260	25401262	*	0.00293659420346419	0.00409377224789073	12.5
CP045893.1	25432856	25432858	*	0.00358632457056108	0.00409377224789073	14.0350877192982
CP045893.1	25432968	25432970	*	0.0252649123313303	0.00409377224789073	12.2198731501057
CP045893.1	25460328	25460330	*	0.00262650655531686	0.00409377224789073	-14.4434361766485
CP045893.1	25713147	25713149	*	0.000818854241531653	0.00409377224789073	-14.2857142857143
CP045893.1	25827184	25827186	*	0.00302229836043032	0.00409377224789073	11.3207547169811
CP045893.1	25858839	25858841	*	0.0125590876327258	0.00409377224789073	-11.3207547169811
CP045893.1	25975440	25975442	*	0.00295882981794034	0.00409377224789073	15.7894736842105
CP045893.1	26175145	26175147	*	0.00610837281364199	0.00409377224789073	-10.5263157894737
CP045893.1	26332668	26332670	*	0.00206980221340285	0.00409377224789073	-10.5263157894737
CP045893.1	26551558	26551560	*	0.00117221674500161	0.00409377224789073	-12
CP045893.1	26659590	26659592	*	0.00203258371580849	0.00409377224789073	13.0434782608696
CP045893.1	26707735	26707737	*	0.00126392854835938	0.00409377224789073	17.1428571428571
CP045893.1	26753154	26753156	*	0.00718647689694463	0.00409377224789073	11.1111111111111
CP045893.1	26754402	26754404	*	0.0132537883593312	0.00409377224789073	-11.7647058823529
CP045893.1	27347832	27347834	*	0.00391553114972293	0.00409377224789073	10.7142857142857
CP045893.1	27368164	27368166	*	0.000778072770830381	0.00409377224789073	17.0212765957447
CP045893.1	27505531	27505533	*	0.0117887479933139	0.00409377224789073	12.2448979591837
CP045893.1	27788681	27788683	*	0.000140385395926329	0.00409377224789073	13.5593220338983
CP045893.1	27864399	27864401	*	0.00994927016306255	0.00409377224789073	10.8695652173913
CP045893.1	27981362	27981364	*	0.0150791524534669	0.00409377224789073	-10.8695652173913
CP045893.1	28072001	28072003	*	0.000715285071908033	0.00409377224789073	-20.4545454545455
CP045893.1	28218073	28218075	*	0.00444135708050406	0.00409377224789073	-10.7142857142857
CP045893.1	28540958	28540960	*	0.000335672764191304	0.00409377224789073	-18.6046511627907
CP045893.1	28551755	28551757	*	0.000967336450216135	0.00409377224789073	-14.7058823529412
CP045893.1	28568332	28568334	*	0.00382714626574016	0.00409377224789073	-12.5
CP045893.1	28606904	28606906	*	0.00471857482265098	0.00409377224789073	-10.5263157894737
CP045893.1	28607019	28607021	*	0.00816099659969857	0.00409377224789073	11.6279069767442
CP045893.1	28665096	28665098	*	0.00315925194552467	0.00409377224789073	-17.6470588235294
CP045893.1	28740126	28740128	*	0.00815279685674918	0.00409377224789073	-11.9047619047619
CP045893.1	28788857	28788859	*	0.00080162850143616	0.00409377224789073	20
CP045893.1	29138546	29138548	*	0.00478566519181362	0.00409377224789073	11.9047619047619
CP045893.1	29294247	29294249	*	0.00155001594118402	0.00409377224789073	10.1694915254237
CP045893.1	29516065	29516067	*	0.00090581542665192	0.00409377224789073	-18.9655172413793
CP045893.1	29685751	29685753	*	0.00735995489932306	0.00409377224789073	-15.1515151515152
CP045893.1	29937710	29937712	*	0.00470278176907256	0.00409377224789073	-10.3448275862069
CP045893.1	30099696	30099698	*	0.0234365914402225	0.00409377224789073	12.6644736842105
CP045893.1	30100584	30100586	*	0.00164340353337007	0.00409377224789073	14.2857142857143
CP045893.1	30175734	30175736	*	0.00498311671360301	0.00409377224789073	10.1694915254237
CP045893.1	30296168	30296170	*	0.00615308233737243	0.00409377224789073	12.1951219512195
CP045893.1	30515097	30515099	*	0.0121945425172254	0.00409377224789073	-10.8695652173913
CP045893.1	30528822	30528824	*	0.00174693178221583	0.00409377224789073	-12.1951219512195
CP045893.1	30529150	30529152	*	0.000902167555660198	0.00409377224789073	-11.5384615384615
CP045893.1	30740038	30740040	*	0.00340709396413317	0.00409377224789073	-10.8695652173913
CP045893.1	31004737	31004739	*	0.00742558202408833	0.00409377224789073	-11.5384615384615
CP045894.1	88372	88374	*	0.00190630625188064	0.00409377224789073	14.2857142857143
CP045894.1	178729	178731	*	0.00647347294511817	0.00409377224789073	13.6363636363636
CP045894.1	416700	416702	*	0.00117948276499343	0.00409377224789073	18.1818181818182
CP045894.1	441876	441878	*	0.00280974951999838	0.00409377224789073	14.2857142857143
CP045894.1	529879	529881	*	0.00230504189130335	0.00409377224789073	15.3846153846154
CP045894.1	632102	632104	*	2.67618321934901e-06	0.00409377224789073	20
CP045894.1	633365	633367	*	0.00654088540024871	0.00409377224789073	-12
CP045894.1	634257	634259	*	0.0523019315860452	0.00409377224789073	12.7051671732523
CP045894.1	636221	636223	*	0.000389163870084812	0.00409377224789073	-16.3636363636364
CP045894.1	647344	647346	*	0.00339002713579647	0.00409377224789073	13.5593220338983
CP045894.1	654242	654244	*	0.00661682964275621	0.00409377224789073	-12.2448979591837
CP045894.1	1027924	1027926	*	0.00199702964442352	0.00409377224789073	11.1111111111111
CP045894.1	1202447	1202449	*	0.0081441508092343	0.00409377224789073	12.1951219512195
CP045894.1	1218524	1218526	*	0.00543885302157841	0.00409377224789073	-11.9047619047619
CP045894.1	1370973	1370975	*	0.00245534210568274	0.00409377224789073	13.6363636363636
CP045894.1	1524493	1524495	*	0.00707229233131362	0.00409377224789073	13.6363636363636
CP045894.1	1730705	1730707	*	0.00180071920938002	0.00409377224789073	-15.3846153846154
CP045894.1	1760865	1760867	*	0.00487244509944609	0.00409377224789073	12.2448979591837
CP045894.1	1768458	1768460	*	0.00163067557939029	0.00409377224789073	10.1694915254237
CP045894.1	2056029	2056031	*	0.00268690125157408	0.00409377224789073	10.6382978723404
CP045894.1	2168274	2168276	*	0.00566673347666648	0.00409377224789073	-12.2448979591837
CP045894.1	2318349	2318351	*	0.0098829725618985	0.00409377224789073	-10.5263157894737
CP045894.1	2420518	2420520	*	0.00227384727533517	0.00409377224789073	-13.5135135135135
CP045894.1	2555241	2555243	*	0.0136294925269962	0.00409377224789073	-10.5263157894737
CP045894.1	2801105	2801107	*	0.00991321769738799	0.00409377224789073	-10.6382978723404
CP045894.1	2848212	2848214	*	0.00203258371580778	0.00409377224789073	-13.0434782608696
CP045894.1	2915575	2915577	*	0.000787134195437273	0.00409377224789073	-13.1578947368421
CP045894.1	2991229	2991231	*	3.79311452223541e-05	0.00409377224789073	17.8571428571429
CP045894.1	3183034	3183036	*	0.00827192103080741	0.00409377224789073	-12
CP045894.1	3508032	3508034	*	0.013908877910443	0.00409377224789073	12.1212121212121
CP045894.1	3674697	3674699	*	0.00147893587233434	0.00409377224789073	11.3207547169811
CP045894.1	3954265	3954267	*	0.00328979025310993	0.00409377224789073	10.1694915254237
CP045894.1	4104312	4104314	*	0.062156240350386	0.00409377224789073	10.7769423558897
CP045894.1	4136824	4136826	*	0.00171139535102633	0.00409377224789073	18.1818181818182
CP045894.1	4377994	4377996	*	0.00706497294003092	0.00409377224789073	-12.1951219512195
CP045894.1	4761052	4761054	*	0.0185007327792406	0.00409377224789073	-10.2564102564103
CP045894.1	4815103	4815105	*	0.00369330432883637	0.00409377224789073	-10.1694915254237
CP045894.1	5141771	5141773	*	0.00258958410674791	0.00409377224789073	-10.5263157894737
CP045894.1	5141773	5141775	*	0.000397307034240486	0.00409377224789073	-14.0350877192982
CP045894.1	5390250	5390252	*	0.00871587712551659	0.00409377224789073	10.4166666666667
CP045894.1	5573362	5573364	*	0.00039861789121943	0.00409377224789073	10.4651162790698
CP045894.1	5796123	5796125	*	0.00133537287613941	0.00409377224789073	11.9047619047619
CP045894.1	5982864	5982866	*	0.00881643058533724	0.00409377224789073	14.7058823529412
